,hospital_id,name,address,status,ownership_information,city_id
4227,0030144482,VIBRA HOSP OF MAHONING VALLEY - TRUMBULL CAMPUS,"1350 E MARKET ST, 9TH FLOOR",OPEN,PROPRIETARY,1840000652
4228,0028943055,SELECT SPECIALTY HOSPITAL SOUTHEAST OHIO,"2000 TAMARACK ROAD, 2ND FLOOR",OPEN,PROPRIETARY,1840001419
4229,0014743054,MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL,7333 SMITH'S MILL ROAD,OPEN,NON-PROFIT,1840012407
4230,0126744708,SELECT SPECIALTY HOSP NEOH CANTON,"1320 MERCY DR NW, 6TH FLOOR",OPEN,PROPRIETARY,1840000963
4231,0196784137,"AULTMAN SPECIALTY HOSPITAL, LLC","2600 6TH ST SW, 4TH FLOOR",OPEN,NON-PROFIT,1840000963
4232,0196784156,RIVERVIEW HEALTH INSTITUTE,1 ELIZABETH PLACE,OPEN,PROPRIETARY,1840034249
4233,0008845011,BETHESDA BUTLER HOSPITAL,3125 HAMILTON MASON RD,OPEN,NON-PROFIT,1840003803
4234,0127945417,KINDRED HOSPITAL - DAYTON,707 S EDWIN C MOSES BLVD,OPEN,PROPRIETARY,1840034249
4235,0124343223,OHIO HOSPITAL FOR PSYCHIATRY,880 GREENLAWN AVE,OPEN,PROPRIETARY,1840003760
4236,0196784154,THE REHABILITATION INSTITUTE OF OHIO,835 S MAIN ST,OPEN,PROPRIETARY,1840034249
4237,0003343512,"MERCY HEALTH - DEFIANCE HOSPITAL, LLC",1404 EAST SECOND STREET,OPEN,NON-PROFIT,1840007133
4238,0196784125,SELECT SPECIALTY HOSPITAL - CINCINNATI DBA SELECT,10500 MONTGOMERY RD FIRST FLOOR,OPEN,PROPRIETARY,1840003814
4239,0123845504,"MENTAL HEALTH SERVICES FOR CLARK COUNTY, INC",474 N YELLOW SPRINGS STREET,OPEN,NON-PROFIT,1840003765
4240,0123444120,SELECT SPECIALTY HOSPITAL - CLEVELAND FAIRHILL,11900 FAIRHILL ROAD,OPEN,PROPRIETARY,1840000596
4241,0124943560,"REGENCY HOSPITAL OF TOLEDO, LLC",5220 ALEXIS RD,OPEN,PROPRIETARY,1840009255
4242,0014843016,DUBLIN METHODIST HOSPITAL,7500 HOSPITAL DR,OPEN,NON-PROFIT,1840008389
4243,0125943207,REGENCY HOSPITAL OF COLUMBUS,"1430 S HIGH STREET, 2ND FLOOR",OPEN,PROPRIETARY,1840003760
4244,0126044308,SELECT SPECIALTY HOSPITAL - AKRON LLC,200 EAST MARKET STREET,OPEN,PROPRIETARY,1840000791
4245,0121843614,ADVANCED SPECIALTY HOSPITAL OF TOLEDO,1015 GARDEN LAKE PARKWAY,OPEN,PROPRIETARY,1840000572
4246,0027944130,REGENCY HOSPITAL OF CLEVELAND WEST,6990 ENGLE ROAD,OPEN,PROPRIETARY,1840000614
4247,0124844128,REGENCY HOSPITAL OF CLEVELAND EAST,4200 INTERCHANGE CORPORATE CENTER ROAD,OPEN,PROPRIETARY,1840003419
4248,0128345040,LINDNER CENTER OF HOPE,4075 OLD WESTERN ROW ROAD,OPEN,NON-PROFIT,1840008467
4249,0196784140,TRIHEALTH GOOD SAMARITAN HOSPITAL AT EVENDALE,3155 GLENDALE-MILFORD ROAD,OPEN,NON-PROFIT,1840003814
4250,0122544310,CRYSTAL CLINIC ORTHOPAEDIC CENTER LLC,3557 EMBASSY PARKWAY,OPEN,PROPRIETARY,1840000791
4251,0015144512,THE SURGICAL HOSPITAL AT SOUTHWOODS,7630 SOUTHERN BOULEVARD,OPEN,PROPRIETARY,1840003563
4252,0029645459,MIAMI VALLEY HOSPITAL SOUTH,2400 MIAMI VALLEY DRIVE,OPEN,NON-PROFIT,1840007308
4253,0027743906,ACUITY SPECIALTY HOSPITAL - OHIO VALLEY AT BELMONT,4697 HARRISON STREET,OPEN,PROPRIETARY,1840012381
4254,0124643223,TORII BEHAVIORAL HEALTH,765 PIERCE DRIVE,OPEN,PROPRIETARY,1840003760
4255,0010144122,"UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER, INC",3999 RICHMOND ROAD,OPEN,NON-PROFIT,1840003395
4256,0125345420,"ACCESS HOSPITAL DAYTON, LLC",2611 WAYNE AVENUE,OPEN,PROPRIETARY,1840034249
4257,0030245040,CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER AT T,4075 OLD WESTERN ROW ROAD,OPEN,NON-PROFIT,1840008467
4258,0029243615,PROMEDICA WILDWOOD ORTHOPEDIC AND SPINE HOSPITAL,2901 N REYNOLDS RD,OPEN,NON-PROFIT,1840000572
4259,0123145216,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CINCINNATI,151 WEST GALBRAITH RD,OPEN,PROPRIETARY,1840003814
4260,0129144304,SUMMA REHAB HOSPITAL,29 NORTH ADAMS STREET,OPEN,PROPRIETARY,1840000791
4261,0017645431,SOIN MEDICAL CENTER,3535 PENTAGON BLVD,OPEN,NON-PROFIT,1840007312
4262,0129845417,HAVEN BEHAVIORAL HOSPITAL OF DAYTON,"1 ELIZABETH PLACE, E3, SUITE A",OPEN,PROPRIETARY,1840034249
4263,0126843016,DUBLIN SPRINGS,7625 HOSPITAL DRIVE,OPEN,PROPRIETARY,1840008389
4264,0123745662,KING'S DAUGHTERS MEDICAL CENTER - OHIO,1901 ARGONNE ROAD,OPEN,NON-PROFIT,1840001646
4265,0129444122,UNIVERSITY HOSPITALS REHABILITATION HOSPITAL,23333 HARVARD ROAD,OPEN,PROPRIETARY,1840003395
4266,0124543201,"OHRH, LLC","1087 DENNISON AVENUE, 4TH FLOOR",OPEN,PROPRIETARY,1840003760
4267,0028543205,"REGENCY HOSPITAL OF COLUMBUS, LLC","181 TAYLOR AVENUE, 6TH FLOOR",OPEN,PROPRIETARY,1840003760
4268,0027644041,"GENERATIONS BEHAVIORAL HEALTH - GENEVA, LLC",60 WEST STREET,OPEN,PROPRIETARY,1840008145
4269,0028044122,HIGHLAND SPRINGS HOSPITAL,4199 MILL POND DRIVE,OPEN,PROPRIETARY,1840003393
4270,0196784736,SOJOURN AT SENECA,50 ST LAWRENCE DRIVE,OPEN,NON-PROFIT,1840000821
4271,0029144011,"CLEVELAND CLINIC REHABILITATION HOSPITALS, LLC",33355 HEALTH CAMPUS BOULEVARD,OPEN,PROPRIETARY,1840000641
4272,0170744011,UNIVERSITY HOSPITALS AVON REHABILITATION HOSPITAL,37900 CHESTER ROAD,OPEN,PROPRIETARY,1840000641
4273,0196784147,ENCOMPASS HLTH. REHAB. HSPTL. OF CIN. AT NORWOOD,4953 SECTION AVENUE,OPEN,PROPRIETARY,1840003814
4274,0029745439,KETTERING BEHAVIORAL MEDICINE CENTER,5350 LAMME ROAD,OPEN,NON-PROFIT,1840034249
4275,0174845242,"ASSURANCE HEALTH CINCINNATI, LLC",11690 GROOMS RD,OPEN,PROPRIETARY,1840003814
4276,0122045213,BLUERIDGE VISTA HEALTH AND WELLNESS,5500 VERULAM AVE,OPEN,PROPRIETARY,1840003814
4277,0170843699,REHABILITATION HOSPITAL OF NORTHWEST OHIO,1455 WEST MEDICAL LOOP,OPEN,PROPRIETARY,1840000572
4278,0180044011,CLEVELAND CLINIC AVON HOSPITAL,33300 CLEVELAND CLINIC BLVD,OPEN,NON-PROFIT,1840000641
4279,0170944906,AVITA ONTARIO HOSPITAL,715 RICHLAND MALL,OPEN,NON-PROFIT,1840009370
4280,0129644094,WINDSOR - LAURELWOOD CENTER FOR BEHAVIORAL MEDICINE,35900 EUCLID AVENUE,OPEN,PROPRIETARY,1840000547
4281,0126543537,ARROWHEAD BEHAVORIAL HEALTH,1725 TIMBERLINE ROAD,OPEN,PROPRIETARY,1840000569
4282,0012043081,MOUNT CARMEL ST. ANN'S,500 S CLEVELAND AVENUE,OPEN,NON-PROFIT,1840003763
4283,0196784737,SHRINERS CHILDREN'S OHIO,"1 CHILDREN'S PLAZA, 2 WEST",OPEN,NON-PROFIT,1840034249
4284,0008144084,GLENBEIGH,2863 ST RT 45,OPEN,NON-PROFIT,1840011417
4285,0196784738,THE WOODS AT PARKSIDE,349 OLDE RIDENOUR ROAD,OPEN,PROPRIETARY,1840003760
4286,0029043055,SHEPHERD HILL HOSPITAL,200 MESSIMER DRIVE,OPEN,NON-PROFIT,1840001419
4287,0196784739,THE OSU ARTHUR G. JAMES CANCER HOSPITAL AND RICHARD J SOLOVE RESEARCH INSTITUTE,460 W 10TH AVE,OPEN,GOVERNMENT - STATE,1840003760
4288,0175245207,"TRIHEALTH REHABILITATION HOSPITAL, LLC",2155 DANA AVENUE,OPEN,PROPRIETARY,1840003814
4289,0196784132,COLUMBUS SPRINGS EAST,2085 CITYGATE DR,OPEN,PROPRIETARY,1840003760
4290,0174743229,COLUMBUS BEHAVIORAL HEALTH,900 EAST DUBLIN GRANVILLE ROAD,OPEN,PROPRIETARY,1840003760
4291,0196784149,"ASSURANCE HEALTH CINCINNATI, LLC",610 W MAIN STREET,OPEN,PROPRIETARY,1840010630
4292,0182444321,CLEVELAND CLINIC REHABILITATION HOSPITALS - EDWIN S,4389 MEDINA ROAD,OPEN,PROPRIETARY,1840000791
4293,0196784139,CLEVELAND CLINIC REHABILITATION HOSPITAL - BEACHWOOD,3025 SCIENCE PARK DRIVE,OPEN,PROPRIETARY,1840003395
4294,0196784123,METROHEALTH CLEVELAND HEIGHTS HOSPITAL,10 SEVERANCE CIRCLE,OPEN,GOVERNMENT - LOCAL,1840000597
4295,0196784128,METROHEALTH PARMA HOSPITAL,12301 SNOW ROAD,OPEN,GOVERNMENT - LOCAL,1840003406
4296,0196784129,MERCY HEALTH PERRYSBURG HOSPITAL,12623 ECKEL JUNCTION ROAD,OPEN,NON-PROFIT,1840000623
4297,0196784155,MIAMI VALLEY HOSPITAL NORTH,9000 NORTH MAIN STREET,OPEN,NON-PROFIT,1840034249
4298,0196784131,GROVE CITY METHODIST HOSPITAL,1375 STRINGTOWN ROAD,OPEN,NON-PROFIT,1840007264
4299,0183043232,MOUNT CARMEL BEHAVIORAL HEALTHCARE LLC,4646 HILTON CORPORATE DRIVE,OPEN,PROPRIETARY,1840003760
4300,0196784740,LAKE HEALTH BEACHWOOD MEDICAL CENTER,25501 CHAGRIN BLVD,OPEN,PROPRIETARY,1840003395
4301,0196784741,UNIVERSITY OF CINCINNATI MEDICAL CENTER LLC,3200 BURNET AVENUE,OPEN,NON-PROFIT,1840003814
4302,0191445373,KETTERING HEALTH NETWORK TROY HOSPITAL,600 WEST MAIN STREET,OPEN,NON-PROFIT,1840010508
4303,0196784145,GEORGETOWN BEHAVIORAL HOSPITAL,425 HOME STREET,OPEN,PROPRIETARY,1840012719
4304,0196784742,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TOLEDO,4647 MONROE STREET,OPEN,PROPRIETARY,1840000572
4305,0196784743,"ASSURANCE HEALTH TOLEDO, LLC",4040 KING RD,OPEN,PROPRIETARY,1840009255
4306,0196784744,GLENWOOD BEHAVIORAL HEALTH HOSPITAL,2446 KIPLING AVENUE,OPEN,PROPRIETARY,1840003814
4307,0003773601,ALLIANCEHEALTH CLINTON,100 NORTH 30TH STREET,OPEN,PROPRIETARY,1840019108
4308,0004774701,ALLIANCEHEALTH DURANT,1800 UNIVERSITY BOULEVARD,OPEN,PROPRIETARY,1840019280
4309,0005574601,ALLIANCEHEALTH PONCA CITY,1900 NORTH 14TH STREET,OPEN,PROPRIETARY,1840020345
4310,0001174868,ALLIANCEHEALTH SEMINOLE,2401 WRANGLER BOULEVARD,OPEN,PROPRIETARY,1840021776
4311,0009773801,ALLIANCEHEALTH WOODWARD,900 17TH STREET,OPEN,PROPRIETARY,1840021636
4312,0008874102,ASCENSION ST. JOHN BROKEN ARROW,1000 WEST BOISE CIRCLE,OPEN,NON-PROFIT,1840019059
4313,0004474006,ASCENSION ST. JOHN JANE PHILLIPS,3500 EAST FRANK PHILLIPS BOULEVARD,OPEN,NON-PROFIT,1840018977
4314,0008674104,ASCENSION ST. JOHN MEDICAL CENTER,1923 S UTICA AVE,OPEN,NON-PROFIT,1840021672
4315,0009074055,ASCENSION ST. JOHN OWASSO,12451 EAST 100TH STREET NORTH,OPEN,NON-PROFIT,1840020385
4316,0001274055,"BAILEY MEDICAL CENTER, LLC",10502 NORTH 110TH EAST AVENUE,OPEN,PROPRIETARY,1840020385
4317,0196784745,CENTER FOR ORTHOPAEDIC RECONSTRUCTION AND EXCELLENCE,3029 WEST MAIN STREET,OPEN,NOT AVAILABLE,1840019060
4318,0001574743,CHOCTAW MEMORIAL HOSPITAL,1405 EAST KIRK ROAD,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840020546
4319,0001773505,COMANCHE COUNTY MEMORIAL HOSPITAL,3401 WEST GORE BOULEVARD,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840020477
4320,0130874401,CORNERSTONE SPECIALTY HOSPITALS MUSKOGEE,351 SOUTH 40TH STREET,OPEN,PROPRIETARY,1840020401
4321,0130774801,CORNERSTONE SPECIALTY HOSPITALS SHAWNEE,"1900 GORDON COOPER DRIVE, 2ND FLOOR",OPEN,PROPRIETARY,1840021785
4322,0001473103,CURAHEALTH OKLAHOMA CITY,1407 NORTH ROBINSON AVENUE,OPEN,PROPRIETARY,1840020428
4323,0005973534,"DUNCAN REGIONAL HOSPITAL, INC",1407 NORTH WHISENANT DRIVE,OPEN,NON-PROFIT,1840019253
4324,0000473651,ELKVIEW GENERAL HOSPITAL,429 WEST ELM STREET,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840020465
4325,0002773018,GRADY MEMORIAL HOSPITAL AUTHORITY,2220 IOWA AVENUE,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840019169
4326,0003073644,GREAT PLAINS REGIONAL MEDICAL CENTER,1801 WEST THIRD STREET,OPEN,NON-PROFIT,1840020437
4327,0000574017,HILLCREST HOSPITAL CLAREMORE,1202 NORTH MUSKOGEE PLACE,OPEN,PROPRIETARY,1840019049
4328,0000674023,HILLCREST HOSPITAL CUSHING,1027 EAST CHERRY STREET,OPEN,PROPRIETARY,1840019062
4329,0130974437,HILLCREST HOSPITAL HENRYETTA,2401 WEST MAIN,OPEN,PROPRIETARY,1840020398
4330,0000774133,HILLCREST HOSPITAL SOUTH,8801 SOUTH 101ST EAST AVENUE,OPEN,PROPRIETARY,1840021672
4331,0000874104,HILLCREST MEDICAL CENTER,1120 SOUTH UTICA AVENUE,OPEN,PROPRIETARY,1840021672
4332,0008573110,INSPIRE SPECIALTY HOSPITAL,8210 NATIONAL AVENUE,OPEN,PROPRIETARY,1840020425
4333,0003373112,"INTEGRIS BAPTIST MEDICAL CENTER, INC",3300 NORTHWEST EXPRESSWAY,OPEN,NON-PROFIT,1840020428
4334,0006373702,INTEGRIS BASS BAPTIST HEALTH CENTER,600 SOUTH MONROE,OPEN,NON-PROFIT,1840020373
4335,0003673099,INTEGRIS CANADIAN VALLEY HOSPITAL,1201 HEALTH CENTER PARKWAY,OPEN,NON-PROFIT,1840021740
4336,0185173162,INTEGRIS COMMUNITY HOSPITAL - COUNCIL CROSSING,9417 N COUNCIL ROAD,OPEN,NOT AVAILABLE,1840020428
4337,0003874344,INTEGRIS GROVE HOSPITAL,1001 EAST 18TH STREET,OPEN,NON-PROFIT,1840020369
4338,0004073034,"INTEGRIS HEALTH EDMOND, INC",4801 INTEGRIS PARKWAY,OPEN,NON-PROFIT,1840020423
4339,0003574354,INTEGRIS MIAMI HOSPITAL,200 2ND AVENUE SOUTHWEST,OPEN,NON-PROFIT,1840020346
4340,0004273109,INTEGRIS SOUTHWEST MEDICAL CENTER,4401 SOUTH WESTERN AVENUE,OPEN,NON-PROFIT,1840020428
4341,0004373521,JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,1200 EAST PECAN,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840019202
4342,0001673120,LAKESIDE WOMEN'S HOSPITAL - A MEMBER OF INTEGRIS HEALTH,11200 NORTH PORTLAND AVENUE,OPEN,PROPRIETARY,1840020428
4343,0004673052,LINDSAY MUNICIPAL HOSPITAL,"1305 WEST CHEROKEE STREET, HWY 19W",OPEN,GOVERNMENT - LOCAL,1840020478
4344,0006474501,MCALESTER REGIONAL HEALTH CENTER,1 CLARK BASS BOULEVARD,OPEN,GOVERNMENT - LOCAL,1840020457
4345,0002073114,MCBRIDE ORTHOPEDIC HOSPITAL,9600 N BROADWAY EXTENSION,OPEN,PROPRIETARY,1840020428
4346,0004874960,MEMORIAL HOSPITAL,1401 WEST LOCUST STREET,OPEN,PROPRIETARY,1840021702
4347,0131174820,MERCY HOSPITAL ADA,430 NORTH MONTA VISTA,OPEN,NON-PROFIT,1840019191
4348,0002873401,"MERCY HOSPITAL ARDMORE, INC",1011 14TH AVENUE NW,OPEN,NON-PROFIT,1840019258
4349,0196784746,"MERCY HOSPITAL OKLAHOMA CITY, INC",4300 WEST MEMORIAL ROAD,OPEN,NOT AVAILABLE,1840020428
4350,0002574447,MUSCOGEE - CREEK - NATION LONG TERM ACUTE CARE HOSPITAL,900 EAST AIRPORT ROAD,OPEN,GOVERNMENT - STATE,1840020400
4351,0131274447,MUSCOGEE - CREEK - NATION MEDICAL CENTER,1401 MORRIS DRIVE,OPEN,NOT AVAILABLE,1840020400
4352,0196784747,NORMAN REGIONAL,901 N PORTER,OPEN,NOT AVAILABLE,1840020451
4353,0196784748,NORTHEASTERN HEALTH SYSTEM,1400 E DOWNING ST,OPEN,NOT AVAILABLE,1840021700
4354,0003473120,NORTHWEST SURGICAL HOSPITAL,9204 NORTH MAY AVENUE,OPEN,PROPRIETARY,1840020428
4355,0005173120,OKC - AMG SPECIALTY HOSPITAL,"4300 WEST MEMORIAL RD, 2ND FLOOR",OPEN,NON-PROFIT,1840020428
4356,0005673139,"OKLAHOMA CENTER FOR ORTHOPAEDIC AND MULTI - SPECIALTY SURGERY, LLC",8100 SOUTH WALKER BUILDING C,OPEN,PROPRIETARY,1840020428
4357,0194973013,OKLAHOMA ER AND HOSPITAL,15103 N PENNSYLVANIA AVE,OPEN,NOT AVAILABLE,1840020423
4358,0131573135,"OKLAHOMA HEART HOSPITAL SOUTH, LLC",5200 EAST I-240 SERVICE ROAD,OPEN,PROPRIETARY,1840020428
4359,0005873120,"OKLAHOMA HEART HOSPITAL, LLC",4050 WEST MEMORIAL ROAD,OPEN,PROPRIETARY,1840020428
4360,0003973134,OKLAHOMA SPINE HOSPITAL,14101 PARKWAY COMMONS DRIVE,OPEN,PROPRIETARY,1840020428
4361,0007374127,OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,744 WEST 9TH STREET,OPEN,GOVERNMENT - LOCAL,1840021672
4362,0006674137,"OKLAHOMA SURGICAL HOSPITAL, LLC","2408 EAST 81ST STREET, SUITE 300",OPEN,PROPRIETARY,1840021672
4363,0015073109,ONECORE HEALTH,"1044 SOUTHWEST 44TH, SUITE 350",OPEN,PROPRIETARY,1840020428
4364,0130473104,OU HEALTH UNIVERSITY OF OKLAHOMA MEDICAL CENTER,700 NE 13TH STREET,OPEN,GOVERNMENT - STATE,1840020428
4365,0131774145,PAM SPECIALTY HOSPITAL OF TULSA,3219 SOUTH 79TH EAST AVENUE,OPEN,PROPRIETARY,1840021672
4366,0007173075,PAULS VALLEY HOSPITAL,100 VALLEY DRIVE,OPEN,GOVERNMENT - LOCAL,1840020479
4367,0007473080,PURCELL MUNICIPAL HOSPITAL,1500 NORTH GREEN AVENUE,OPEN,GOVERNMENT - LOCAL,1840020454
4368,0007574523,PUSHMATAHA COUNTY TOWN OF ANTLERS HOSPITAL AUTHORITY,510 EAST MAIN STREET,OPEN,GOVERNMENT - STATE,1840019255
4369,0002274401,SAINT FRANCIS HOSPITAL MUSKOGEE,300 ROCKEFELLER DRIVE,OPEN,PROPRIETARY,1840020401
4370,0005774133,"SAINT FRANCIS HOSPITAL SOUTH, LLC",10501 EAST 91ST STREET SOUTH,OPEN,NON-PROFIT,1840021672
4371,0001974301,SAINT FRANCIS HOSPITAL VINITA,735 NORTH FOREMAN,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840021599
4372,0007674136,"SAINT FRANCIS HOSPITAL, INC",6161 SOUTH YALE AVENUE,OPEN,NON-PROFIT,1840021672
4373,0006073112,"SELECT SPECIALTY HOSPITAL - OKLAHOMA CITY, INC",3524 NORTHWEST 56TH STREET,OPEN,PROPRIETARY,1840020428
4374,0008274955,SEQUOYAH COUNTY - CITY OF SALLISAW HOSPITAL AUTHORITY,213 EAST REDWOOD,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840021749
4375,0007973505,SOUTHWESTERN MEDICAL CENTER,5602 SOUTHWEST LEE BOULEVARD,OPEN,PROPRIETARY,1840020477
4376,0008074133,"SOUTHWESTERN REGIONAL MEDICAL CENTER, LLC",10109 EAST 79TH STREET,OPEN,PROPRIETARY,1840021672
4377,0196784749,SSM HEALTH ST. ANTHONY HOSPITAL - MIDWEST,2825 PARKLAWN DRIVE,OPEN,NOT AVAILABLE,1840020425
4378,0008774804,SSM HEALTH ST. ANTHONY HOSPITAL - SHAWNEE,1102 WEST MACARTHUR,OPEN,NON-PROFIT,1840021785
4379,0008173102,SSM HEALTH ST. ANTHONY HOSPITAL - OKLAHOMA CITY,1000 NORTH LEE STREET,OPEN,NON-PROFIT,1840020428
4380,0009273701,ST. MARY'S REGIONAL MEDICAL CENTER,305 S FIFTH STREET,OPEN,PROPRIETARY,1840020373
4381,0005473077,STILLWATER MEDICAL - PERRY,501 14TH ST,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840020371
4382,0008974074,STILLWATER MEDICAL CENTER,1323 WEST 6TH AVENUE,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840021675
4383,0001074631,STILLWATER MEDICAL - BLACKWELL,710 SOUTH 13TH STREET,OPEN,PROPRIETARY,1840018980
4384,0009373013,"SUMMIT MEDICAL CENTER, LLC",1800 SOUTH RENAISSANCE BOULEVARD,OPEN,PROPRIETARY,1840020423
4385,0009173129,SURGICAL HOSPITAL OF OKLAHOMA,100 SE 59TH STREET,OPEN,PROPRIETARY,1840020428
4386,0009573008,"THE CHILDREN'S CENTER, INC",6800 NORTHWEST 39TH EXPRESSWAY,OPEN,NON-PROFIT,1840019153
4387,0192974132,TULSA ER AND HOSPITAL,717 W 71ST ST SOUTH,OPEN,NOT AVAILABLE,1840021672
4388,0009674132,TULSA SPINE AND SPECIALTY HOSPITAL,6901 SOUTH OLYMPIA AVENUE,OPEN,PROPRIETARY,1840021672
4389,0009974467,WAGONER COMMUNITY HOSPITAL,1200 W CHEROKEE ST,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840021696
4390,0132073446,ALLIANCE HEALTH MADILL,901 S 5TH AVE,OPEN,PROPRIETARY,1840020543
4391,0010073086,ARBUCKLE MEMORIAL HOSPITAL AUTHORITY,2011 WEST BROADWAY,OPEN,GOVERNMENT - LOCAL,1840021891
4392,0012974066,ASCENION ST. JOHN SAPULPA,1004 EAST BRYAN,OPEN,NON-PROFIT,1840021691
4393,0011274048,ASCENSION ST. JOHN NOWATA,237 SOUTH LOCUST,OPEN,NON-PROFIT,1840020337
4394,0010174525,ATOKA COUNTY MEDICAL CENTER,1590 WEST LIBERTY ROAD,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840019254
4395,0010273932,BEAVER COUNTY MEMORIAL HOSPITAL,212 EAST 8TH STREET,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840020352
4396,0010373015,CARNEGIE TRI - COUNTY MUNICIPAL HOSPITAL,102 NORTH BROADWAY,OPEN,GOVERNMENT - LOCAL,1840022750
4397,0010773933,CIMARRON MEMORIAL HOSPITAL,100 SOUTH ELLIS,OPEN,GOVERNMENT - LOCAL,1840019008
4398,0010574020,CLEVELAND AREA HOSPITAL,1401 WEST PAWNEE,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840019050
4399,0010674859,CREEK NATION COMMUNITY HOSPITAL,1800 E COPLIN,OPEN,NON-PROFIT,1840020429
4400,0011074030,DRUMRIGHT REGIONAL HOSPITAL,610 WEST BYPASS,OPEN,PROPRIETARY,1840019076
4401,0002474953,EASTERN OKLAHOMA MEDICAL CENTER,105 WALL STREET,OPEN,GOVERNMENT - LOCAL,1840020445
4402,0010874637,FAIRFAX COMMUNITY HOSPITAL,40 HOSPITAL ROAD,OPEN,NON-PROFIT,1840021592
4403,0010973737,FAIRVIEW REGIONAL MEDICAL CENTER AUTHORITY,523 EAST STATE ROAD,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840020377
4404,0003173550,HARMON MEMORIAL HOSPITAL,400 EAST CHESTNUT,OPEN,GOVERNMENT - LOCAL,1840020470
4405,0011373834,HARPER COUNTY COMMUNITY HOSPITAL,1003 US HIGHWAY 64 NORTH,OPEN,GOVERNMENT - LOCAL,1840021619
4406,0011774462,HASKELL REGIONAL HOSPITAL,"401 NORTHWEST ""H"" STREET",OPEN,PROPRIETARY,1840021790
4407,0011174848,HOLDENVILLE GENERAL HOSPITAL,100 MCDOUGAL DRIVE,OPEN,GOVERNMENT - LOCAL,1840020460
4408,0011973573,JEFFERSON COUNTY HOSPITAL,INTERSECTION US HIGHWAYS 81 AND 70,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840021918
4409,0012673554,MANGUM REGIONAL MEDICAL CENTER,1 WICKERSHAM DRIVE,OPEN,PROPRIETARY,1840020466
4410,0131074538,MARY HURLEY HOSPITAL,6 NORTH COVINGTON AVENUE,OPEN,NON-PROFIT,1840019248
4411,0002374745,MCCURTAIN MEMORIAL HOSPITAL,1301 LINCOLN ROAD,OPEN,NON-PROFIT,1840019260
4412,0004973942,MEMORIAL HOSPITAL OF TEXAS COUNTY AUTHORITY,520 MEDICAL DRIVE,OPEN,GOVERNMENT - LOCAL,1840020350
4413,0011573448,MERCY HEALTH LOVE COUNTY,300 WANDA STREET,OPEN,NON-PROFIT,1840020561
4414,0012373438,"MERCY HOSPITAL HEALDTON, INC",3462 HOSPITAL ROAD,OPEN,NON-PROFIT,1840020531
4415,0132373750,MERCY HOSPITAL KINGFISHER,1000 KINGFISHER HOSPITAL DRIVE,OPEN,NOT AVAILABLE,1840020389
4416,0011673044,"MERCY HOSPITAL LOGAN COUNTY, INC",200 S ACADEMY RD,OPEN,NON-PROFIT,1840020390
4417,0012073460,MERCY HOSPITAL TISHOMINGO,1000 SOUTH BYRD ST,OPEN,NON-PROFIT,1840021904
4418,0012173772,MERCY HOSPITAL WATONGA,500 NORTH CLARENCE NASH BOULEVARD,OPEN,NON-PROFIT,1840021684
4419,0005373858,"NEWMAN MEMORIAL HOSPITAL, INC",905 SOUTH MAIN STREET,OPEN,NON-PROFIT,1840022660
4420,0012873763,OKEENE MUNICIPAL HOSPITAL,207 EAST F STREET,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840022693
4421,0012474056,"PAWHUSKA HOSPITAL, INC",1101 EAST 15TH STREET,OPEN,GOVERNMENT - LOCAL,1840020339
4422,0012574864,PRAGUE REGIONAL MEMORIAL HOSPITAL,1322 KLABZUBA AVENUE,OPEN,PROPRIETARY,1840020396
4423,0131873628,ROGER MILLS MEMORIAL HOSPITAL,501 SOUTH LL MALES AVENUE,OPEN,PROPRIETARY,1840022709
4424,0132473663,SEILING MUNICIPAL HOSPITAL,809 NE HWY 60,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840021688
4425,0006573717,SHARE MEDICAL CENTER,800 SHARE DRIVE,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840018976
4426,0013474079,STROUD REGIONAL MEDICAL CENTER,2308 HIGHWAY 66 WEST,OPEN,PROPRIETARY,1840021709
